Gene	F_Hom	E_Hom	D_Hom	C_Wt	B_Wt	A_Wt
Psma7	1766	1944	1995	1329	1080	1290
Psma8	6	5	7	2	6	9
Psmb1	3712	3601	3913	2315	2340	2644
Psmb10	1805	2235	2275	1455	1197	1289
Psmb11	0	0	0	0	1	0
Psmb2	1226	1264	1310	859	835	878
Psmb3	2529	2093	2764	1664	1785	1825
Psmb4	2807	2765	3138	2070	2101	1953
Psmb5	491	478	535	375	346	368
Psmb5-ps	1	0	0	0	1	1
Psmb6	2320	2231	2550	1543	1633	1423
Psmb6-ps	17	12	17	16	12	6
Psmb6-ps2	118	86	71	55	48	42
Psmb7	2243	2142	2419	1316	1413	1339
Psmb7-ps2	6	5	7	9	5	0
Psmb8	1398	1853	2122	1136	1168	869
Psmb9	1203	1518	2058	990	922	868
Psmc1	2705	2609	2750	1922	1930	2149
Psmc2	1761	1691	1791	1038	1065	1067
Psmc3	3150	3047	3320	1977	2037	2106
Psmc3ip	85	82	94	41	38	49
Psmc4	1758	1819	2054	1105	1166	1098
Psmc5	2089	1856	1930	1372	1295	1512
Psmc6	1103	1249	1163	634	612	698
Psmd1	1868	2012	1916	1123	1339	1423
Psmd10	307	290	283	176	156	217
Psmd11	1753	1705	1828	1078	1198	1147
Psmd12	1191	1342	1313	709	687	777
Psmd13	2597	2275	2606	1710	1624	1965
Psmd14	704	809	880	429	430	429
Psmd2	4029	4001	4421	2397	2722	2552
Psmd3	3398	3480	3830	2359	2487	2400
Psmd4	3055	2830	3307	2128	2371	2223
Psmd5	1038	1047	1033	560	620	552
Psmd6	1112	1112	1422	638	597	574
Psmd7	2453	2214	2736	1565	1619	1561
Psmd8	2325	2156	2603	1613	1603	1474
Psmd9	1059	956	1048	706	737	761
Psme1	4101	3737	4535	2672	2635	2553
Psme2	2334	2152	3157	1631	1910	1596
Psme2b	736	600	883	512	519	484
Psme3	1718	1669	1847	999	1101	1044
Psme4	1731	2033	1899	1005	1095	941
Psmf1	1021	1042	1058	676	758	625
Psmg1	258	239	264	131	148	189
Psmg2	235	233	287	152	178	195
Psmg3	391	369	429	273	294	268
Psmg4	171	207	204	137	134	129
Psors1c2	0	1	2	0	1	2
Pspc1	374	409	368	253	289	244
Psph	355	359	359	256	236	242
Pspn	0	1	1	0	0	0
Psrc1	87	157	202	52	40	33
Pstk	133	115	125	110	78	104
Pstpip1	487	612	768	301	356	234
Pstpip2	63	115	136	35	51	31
Ptafr	209	255	626	151	185	126
Ptar1	140	176	134	69	105	57
Ptbp1	4859	5006	5815	3137	3006	2769
Ptbp2	274	298	293	205	197	175
Ptbp3	3424	4354	4057	1934	2338	2187
Ptcd1	421	473	461	269	259	222
Ptcd2	390	390	394	220	188	209
Ptcd3	360	379	392	212	239	204
Ptch1	1790	1802	1692	1127	1455	1302
Ptch2	103	103	127	82	84	69
Ptchd1	6	11	3	3	2	3
Ptchd2	1	0	0	1	0	1
Ptchd3	0	2	1	5	0	1
Ptchd4	5	0	0	1	1	1
Ptcra	0	0	0	2	0	2
Ptdss1	1380	1387	1355	773	902	905
Ptdss2	481	501	522	324	324	281
Pten	2787	3734	2861	1449	1642	1659
Pter	168	155	140	104	95	111
Ptf1a	0	0	0	0	0	0
Ptf1aos	0	0	0	0	0	0
Ptgdr	1	2	2	0	1	0
Ptgdr2	18	34	20	14	14	13
Ptgds	15	18	5	12	10	13
Ptger1	180	152	194	108	114	91
Ptger2	144	172	163	108	115	120
Ptger3	77	62	76	51	35	21
Ptger4	195	237	320	113	119	96
Ptges	640	511	544	589	612	548
Ptges2	441	498	469	356	315	305
Ptges3	1323	1280	1378	699	889	1004
Ptges3l	20	12	6	9	7	15
Ptgfr	374	388	249	185	223	220
Ptgfrn	8395	9585	9275	5086	5340	4538
Ptgir	218	281	361	122	160	160
Ptgis	2672	2657	3009	2382	2571	2076
Ptgr1	780	719	618	402	552	657
Ptgr2	1068	1161	1146	649	797	752
Ptgs1	1792	1508	1346	1026	1108	957
Ptgs2	397	419	276	174	297	238
Ptgs2os	4	4	5	1	4	3
Ptgs2os2	68	96	44	42	46	86
Pth	0	0	0	0	0	1
Pth1r	240	150	208	210	122	119
Pth2	0	0	0	0	0	0
Pth2r	0	0	0	0	0	0
Pthlh	8	14	17	8	8	9
Ptk2	2361	2371	2258	1405	1456	1425
Ptk2b	1381	1855	2040	924	1003	764
Ptk6	9	11	9	4	9	2
Ptk7	2961	2585	2840	1913	1851	1539
Ptma	12592	11962	15460	6907	7969	6202
Ptma-ps1	1	0	0	1	1	1
Ptms	9473	8203	10810	7210	8144	7980
Ptn	30	19	25	28	38	25
Ptov1	2696	2233	2549	2107	1884	2114
Ptp4a1	851	919	752	517	537	558
Ptp4a2	6617	7005	6723	3803	4049	4598
Ptp4a3	1967	2071	2128	1917	1625	1369
Ptpdc1	188	195	168	90	109	116
Ptpla	174	159	160	111	80	77
Ptplad1	2444	2273	1977	1395	1647	1779
Ptplad2	539	770	622	352	394	396
Ptplb	354	332	376	216	250	248
Ptpmt1	421	436	409	314	310	340
Ptpn1	2705	3237	3958	1959	2005	1781
Ptpn11	3594	4107	3896	2089	2695	2358
Ptpn12	2375	2815	2722	1542	1679	1556
Ptpn13	1387	1452	1271	910	1316	923
Ptpn14	1606	1800	1500	1114	1556	1431
Ptpn18	565	633	659	426	421	429
Ptpn2	467	498	617	292	249	259
Ptpn20	13	1	4	2	13	11
Ptpn21	1061	1181	1066	651	927	766
Ptpn22	190	271	331	113	99	91
Ptpn23	1181	1054	1131	846	941	796
Ptpn3	638	626	525	422	557	500
Ptpn4	880	1087	848	495	436	528
Ptpn5	61	31	51	33	33	18
Ptpn6	1994	2466	3167	1420	1387	1088
Ptpn7	319	457	551	190	205	163
Ptpn9	1090	1123	1020	660	700	570
Ptpra	2408	2720	2853	1641	1544	1395
Ptprb	14271	15582	12014	10066	11644	11028
Ptprc	2754	3824	4122	1512	1602	1194
Ptprcap	567	511	506	422	356	205
Ptprd	2638	2312	2362	1842	1713	1733
Ptpre	1207	1330	1359	744	894	1003
Ptprf	8548	9068	8455	5749	6919	5731
Ptprg	2884	3805	3029	1712	1656	1770
Ptprh	2	2	2	0	0	2
Ptprj	1273	1791	1757	749	942	783
Ptprk	2455	2483	2074	1392	1527	1219
Ptprm	3819	4167	3866	2330	1854	1741
Ptprn	68	84	74	60	77	93
Ptprn2	35	38	58	36	33	33
Ptpro	238	467	633	156	139	135
Ptprq	5	8	5	7	16	4
Ptprr	29	34	20	14	25	16
Ptprs	1863	1877	1864	1266	1268	1044
Ptprt	13	38	25	14	20	19
Ptprtos	0	0	0	0	0	0
Ptpru	693	746	665	733	792	713
Ptprv	11	15	18	2	9	6
Ptprz1	79	83	56	44	54	66
Ptrf	20784	19067	20690	15246	18538	17189
Ptrh1	56	64	72	50	63	41
Ptrh2	302	323	273	197	185	183
Ptrhd1	296	285	290	193	181	172
Pts	592	565	529	332	412	387
Pttg1	672	673	535	504	580	736
Pttg1ip	6027	6566	6041	4081	4245	4125
Ptx3	59	25	40	14	16	8
Ptx4	1	1	0	0	0	0
Puf60	2880	2889	3046	1847	1881	1996
Pum1	1566	1840	1837	1083	1243	1083
Pum2	4426	5154	4597	2462	2994	3042
Pura	3126	3183	2630	1802	2286	2728
Purb	5420	5544	5078	3255	3625	4050
Purg	183	176	154	71	69	81
Pus1	306	284	385	187	221	186
Pus10	410	363	378	196	245	221
Pus3	162	148	158	89	103	86
Pus7	195	194	200	126	152	115
Pus7l	63	93	112	50	54	43
Pusl1	245	236	220	141	166	134
Pvalb	1	0	0	1	0	6
Pvr	986	869	940	561	570	570
Pvrl1	1316	1356	1451	937	1035	801
Pvrl2	1787	1582	1607	1290	1465	1268
Pvrl3	3168	3179	2820	1948	2366	2434
Pvrl4	509	410	428	323	454	407
Pvt1	27	41	42	26	28	25
Pwp1	427	430	487	244	255	272
Pwp2	398	401	433	299	312	284
Pwwp2a	413	485	427	271	264	257
Pwwp2b	955	827	994	742	769	763
Pxdc1	2871	3258	2672	1885	2195	2155
Pxdn	6319	7301	7080	3704	3549	3177
Pxk	1007	1095	1112	601	757	626
Pxmp2	190	158	142	160	203	172
Pxmp4	1030	967	1020	728	769	729
Pxn	4573	4653	4911	3204	3745	2658
Pxt1	1	1	1	0	0	0
Pxylp1	300	292	271	181	240	229
Pycard	589	645	904	318	364	292
Pycr1	101	95	108	38	40	35
Pycr2	1082	926	1156	695	778	734
Pycrl	264	248	313	164	177	169
Pydc3	481	563	463	325	327	303
Pydc4	225	234	192	132	133	111
Pygb	2554	2270	2396	1675	1834	1574
Pygl	1449	1474	1920	858	1123	888
Pygm	830	552	691	630	548	512
Pygo1	477	424	350	307	352	297
Pygo2	1626	1706	1958	1021	1066	1131
Pyhin1	553	732	614	273	282	192
Pyroxd1	276	276	275	158	203	192
Pyroxd2	71	80	45	47	69	37
Pyurf	128	107	148	77	64	84
Pyy	0	0	0	1	0	0
Pzp	13	13	3	8	5	9
Qars	1571	1793	1718	895	1089	904
Qdpr	1251	1205	1130	726	823	914
Qk	8407	9018	7643	4827	5364	6588
Qpct	410	440	532	207	235	190
Qpctl	336	374	339	273	239	221
Qprt	14	7	10	8	8	5
Qrfp	4	5	6	7	4	3
Qrfpr	0	0	0	0	0	0
Qrich1	834	950	845	536	528	428
Qrich2	1	4	1	1	3	2
Qrsl1	153	153	200	95	91	107
Qser1	971	1117	1065	517	613	684
Qsox1	4547	3677	3651	2548	2739	2759
Qsox2	599	687	617	373	423	339
Qtrt1	162	163	176	114	137	122
Qtrtd1	190	184	174	117	130	120
R3hcc1	458	449	552	306	392	299
R3hcc1l	706	690	685	441	547	483
R3hdm1	739	820	845	503	542	502
R3hdm2	2541	2447	2391	1742	2317	2021
R3hdm4	2964	2602	2873	1950	2408	2095
R3hdml	0	1	1	1	1	3
R74862	79	61	60	58	57	44
RHBG	5	4	2	3	8	7
RP23-100O18.3	1	3	2	0	1	0
RP23-100P14.3	3	3	3	1	1	2
RP23-101N20.9	2	2	1	2	5	2
RP23-101P2.3	0	0	0	0	0	0
RP23-101P2.5	4	8	4	1	1	3
RP23-101P2.6	4	5	8	3	10	4
RP23-102B12.2	4	2	0	5	1	3
RP23-102K8.1	8	5	4	5	12	24
RP23-103B18.3	0	0	0	0	0	0
RP23-103B18.6	43	43	39	23	33	20
RP23-103B18.8	148	100	96	91	133	100
RP23-103B18.9	1	2	1	0	2	0
RP23-103D17.3	0	0	0	0	0	0
RP23-103F2.2	7	5	2	9	7	3
RP23-103F2.4	5	3	1	1	2	1
RP23-103H9.5	0	0	0	1	0	0
RP23-103I12.7	0	0	0	0	0	0
RP23-105H6.2	0	0	0	0	0	0
RP23-105K2.1	0	0	0	0	0	0
RP23-106N22.5	2	1	0	4	0	1
RP23-109J14.2	0	0	0	0	0	0
RP23-109J14.3	1	0	2	0	1	0
RP23-109J14.5	0	0	0	0	0	0
RP23-109O14.1	0	0	0	0	0	0
RP23-109O14.2	0	0	0	0	0	0
RP23-10I23.1	1	0	0	0	0	0
RP23-113F14.3	0	0	0	0	0	0
RP23-113I7.1	0	0	0	0	0	1
RP23-114B13.6	0	1	1	0	1	0
RP23-114L12.1	0	1	0	0	0	1
RP23-114L12.2	0	0	0	0	0	0
RP23-114L12.3	5	5	2	5	10	8
RP23-114L12.6	2	5	5	10	5	7
RP23-114N1.2	0	0	0	0	1	0
RP23-114N1.4	0	0	0	0	0	0
RP23-114N1.5	15	13	6	4	5	17
RP23-114N13.2	2	0	0	0	0	1
RP23-114N13.3	3	3	0	0	1	0
RP23-114N13.4	4	2	0	3	1	3
RP23-115A1.12	0	0	0	0	0	0
RP23-115A1.13	0	0	0	0	0	0
RP23-115I1.2	6	2	2	2	1	3
RP23-115I1.3	0	0	0	0	0	0
RP23-115I1.5	0	0	0	0	1	0
RP23-115I1.6	0	0	0	0	0	0
RP23-116C1.1	0	0	0	0	0	0
RP23-116M12.5	0	0	0	0	0	0
RP23-116M12.7	0	0	0	0	0	0
RP23-116P18.2	7	5	9	12	14	16
RP23-116P18.4	0	5	1	4	2	5
RP23-117E23.1	0	0	0	0	0	0
RP23-117H14.1	43	31	29	20	16	13
RP23-117H6.2	46	27	18	28	17	35
RP23-118E21.11	53	40	28	29	39	33
RP23-118H3.3	0	1	0	0	0	0
RP23-118N13.1	0	0	0	0	0	0
RP23-11K8.3	0	0	0	0	0	0
RP23-11K8.4	0	0	0	0	0	0
RP23-11M24.1	6	4	6	6	3	3
RP23-120D6.2	37	41	40	17	22	8
RP23-121I20.2	0	0	0	0	0	0
RP23-121N19.1	0	0	0	0	0	0
RP23-121N19.2	0	0	0	0	0	0
RP23-121N19.3	0	0	1	0	0	0
RP23-122F14.1	0	0	0	0	0	0
RP23-122I23.1	0	0	0	0	0	0
RP23-122M2.1	0	0	0	0	0	0
RP23-122M2.2	0	0	0	0	0	0
RP23-122M2.3	5	2	1	1	5	5
RP23-122P5.3	13	11	7	14	15	26
RP23-123L9.5	47	71	35	24	28	18
RP23-123O12.2	8	3	3	6	4	4
RP23-124B2.3	1	0	0	1	0	1
RP23-124B2.4	0	0	0	0	0	0
RP23-124N16.3	0	0	0	0	0	0
RP23-124N16.4	1	0	0	0	0	0
RP23-125E16.1	0	0	0	0	0	0
RP23-125I14.1	14	4	11	9	17	19
RP23-125I14.2	7	9	5	9	13	24
RP23-125I14.3	2	0	2	2	3	6
RP23-125I14.4	0	0	0	2	2	3
RP23-126A8.1	0	0	0	0	0	0
RP23-127L4.1	0	0	0	0	0	0
RP23-128G10.6	13	7	5	13	21	21
RP23-129K6.1	0	0	0	0	0	0
RP23-12D3.3	5	4	4	3	6	5
RP23-12D3.6	0	0	0	0	0	0
RP23-131B7.2	1	0	0	0	3	0
RP23-131E5.1	0	0	0	0	0	0
RP23-131N18.1	16	27	26	6	18	7
RP23-132A3.5	0	0	0	0	0	0
RP23-132G24.2	0	0	0	0	0	0
RP23-132G24.3	0	0	0	0	0	0
RP23-132G24.4	0	0	0	0	0	0
RP23-132N23.22	0	0	0	0	0	0
RP23-133N19.3	0	0	0	0	0	0
RP23-133P12.1	0	0	0	0	0	0
RP23-133P12.2	0	0	0	0	1	0
RP23-134L6.5	0	0	0	0	0	0
RP23-135F22.6	1	1	0	0	2	3
RP23-135L20.1	0	0	0	0	0	0
RP23-136C5.6	0	1	2	0	0	0
RP23-136I1.2	13	35	11	12	7	6
RP23-136M3.5	1	2	0	1	0	0
RP23-137B16.3	6	6	2	2	3	3
RP23-137B16.4	0	0	0	0	0	0
RP23-137I13.2	0	0	0	0	0	0
RP23-138L21.3	0	0	0	0	0	0
RP23-13A13.6	32	52	27	43	58	59
RP23-13G1.7	0	0	0	0	0	0
RP23-13N24.1	85	69	67	54	32	49
RP23-140E19.1	0	0	0	0	0	0
RP23-140E19.3	0	1	0	0	1	0
RP23-141B15.3	0	0	0	0	0	0
RP23-141H24.1	0	0	0	0	0	0
RP23-142F14.3	0	0	0	0	0	0
RP23-142L24.1	0	0	0	0	0	0
RP23-143K19.1	0	0	0	0	0	0
RP23-143M5.2	0	0	0	0	0	0
RP23-144E24.1	0	0	1	0	0	0
RP23-145A18.2	0	1	0	0	0	1
RP23-145A18.5	2	0	1	0	1	0
RP23-145A18.6	0	0	0	0	0	0
RP23-145F12.1	1	0	0	1	1	0
RP23-145F9.2	14	12	3	5	7	3
RP23-145F9.3	3	3	0	3	2	8
RP23-145F9.4	1	2	1	0	0	0
RP23-145F9.5	0	0	0	0	0	0
RP23-145F9.6	0	0	0	0	0	0
RP23-145H3.3	4	4	5	6	13	10
RP23-145H3.4	0	0	0	0	0	0
RP23-145L9.6	0	0	0	0	0	0
RP23-145M5.2	0	0	0	0	0	1
RP23-146N3.1	0	0	0	0	0	0
RP23-146N3.2	0	0	0	0	0	0
RP23-147E23.5	1	1	0	2	0	0
RP23-147E23.9	7	3	6	6	1	0
RP23-147F6.5	0	0	0	0	0	0
RP23-147F6.6	0	0	0	0	0	0
RP23-147I4.1	0	0	0	0	0	0
RP23-148D9.1	0	0	0	0	0	0
RP23-148E7.2	0	3	0	0	1	1
RP23-149A5.4	11	3	3	3	10	11
RP23-14I13.6	0	0	0	0	0	0
RP23-14O16.2	1	0	0	0	0	0
RP23-14P23.10	0	0	0	0	0	0
RP23-14P23.3	0	0	0	0	0	0
RP23-14P23.8	0	0	0	0	0	0
RP23-14P23.9	0	0	0	0	0	0
RP23-152E3.1	0	0	0	0	0	0
RP23-152I6.2	0	0	0	0	0	0
RP23-152I6.3	0	1	0	0	0	0
RP23-152I6.4	0	1	0	0	0	0
RP23-152O2.3	3	6	9	5	3	2
RP23-154K6.1	0	0	0	0	0	1
RP23-154N2.3	0	0	0	0	0	0
RP23-155D19.1	0	0	0	0	0	0
RP23-155G2.1	15	10	10	5	5	7
RP23-156A3.1	0	2	0	1	1	1
RP23-156A3.2	14	14	20	19	19	39
RP23-157J4.3	1	1	3	0	1	0
RP23-157N11.10	0	0	1	2	1	2
RP23-157N11.11	0	2	1	0	0	0
RP23-159D18.1	0	0	0	0	0	0
RP23-159D18.2	0	1	2	1	0	1
RP23-15C15.2	0	2	0	0	0	0
RP23-15D21.1	0	0	0	0	0	0
RP23-15N12.1	0	0	0	0	0	0
RP23-160F6.1	0	0	0	0	0	0
RP23-160G19.10	61	78	85	40	29	42
RP23-160G19.9	8	14	16	9	7	6
RP23-161O8.1	0	2	0	0	0	0
RP23-161O8.2	0	0	0	0	0	0
RP23-162G11.3	0	0	1	0	0	0
RP23-164N7.1	0	0	1	0	0	0
RP23-166L24.2	0	0	0	0	0	0
RP23-167C2.1	7	14	7	3	7	4
RP23-167G19.11	0	0	1	0	0	1
RP23-167H24.1	0	0	0	0	0	0
RP23-167L9.2	0	0	0	0	1	0
RP23-168E14.10	3	2	5	1	2	11
RP23-168G15.1	0	0	0	0	0	0
RP23-169H13.6	21	21	11	6	9	6
RP23-16D16.12	0	2	1	2	0	3
RP23-16D16.13	4	2	4	4	13	12
RP23-16D16.14	4	5	4	2	2	0
RP23-16D16.4	0	1	1	0	0	0
RP23-16D16.5	2	1	3	2	3	2
RP23-16I21.1	0	0	1	0	0	0
RP23-16I21.2	0	0	0	0	1	0
RP23-16N14.2	20	13	11	17	8	15
RP23-170A19.2	0	0	0	0	0	0
RP23-170E22.1	0	0	0	0	0	0
RP23-170E22.2	1	1	0	0	0	1
RP23-171A13.10	4	2	0	1	1	3
RP23-171A13.12	0	0	0	0	0	1
RP23-171A13.9	1	0	2	0	0	3
RP23-171D1.1	0	0	0	0	0	0
RP23-171O7.1	0	0	0	0	0	0
RP23-172B15.2	5	3	0	1	1	2
RP23-172B15.3	0	0	0	0	0	0
RP23-172L16.2	0	0	0	0	0	0
RP23-172L16.3	0	0	0	0	0	0
RP23-172L16.4	0	0	0	0	0	0
RP23-172P6.1	2	1	3	2	6	2
RP23-173H19.3	2	2	2	0	1	1
RP23-173M16.1	0	0	0	0	0	0
RP23-174M9.1	0	0	0	0	0	0
RP23-174P13.1	13	5	7	8	3	3
RP23-174P13.2	2	1	0	1	1	0
RP23-174P13.4	107	84	77	48	46	50
RP23-174P13.5	4	3	5	0	3	2
RP23-175B15.2	0	0	0	0	0	0
RP23-175G2.1	0	0	0	0	0	0
RP23-175G2.2	3	1	4	3	4	1
RP23-175G2.3	2	1	1	1	2	1
RP23-175G2.4	2	3	0	1	0	0
RP23-176J12.8	0	0	0	0	0	0
RP23-176M22.2	0	0	0	0	0	0
RP23-177A20.1	23	14	11	12	20	5
RP23-177J21.10	0	0	0	0	1	0
RP23-178G8.1	0	0	0	0	0	0
RP23-17F2.6	1	1	0	0	1	0
RP23-180A8.2	0	0	0	0	0	0
RP23-180C14.1	1	1	2	4	2	2
RP23-180F3.2	0	0	0	0	0	0
RP23-180G16.1	2	1	1	0	1	3
RP23-181O22.1	0	0	0	0	0	0
RP23-182A1.1	0	0	0	0	0	0
RP23-182A1.2	0	0	0	0	0	0
RP23-182B7.1	2	1	0	1	0	0
RP23-183E7.1	0	0	0	0	0	0
RP23-183O12.1	0	0	0	0	0	0
RP23-184B11.5	0	0	0	0	0	1
RP23-184D5.1	0	0	0	0	0	0
RP23-184I13.1	0	0	0	0	0	0
RP23-184I13.2	0	0	0	0	0	0
RP23-184I13.3	0	0	0	0	0	0
RP23-184I13.4	0	0	0	0	0	0
RP23-184I13.5	0	0	0	0	0	0
RP23-184I13.6	0	0	0	0	0	0
RP23-184I13.7	0	0	0	0	0	0
RP23-184I13.8	0	0	0	0	0	0
RP23-185P20.4	0	0	0	0	0	0
RP23-186E14.5	24	31	25	34	47	52
RP23-186M2.1	0	0	0	0	0	1
RP23-187C2.2	3	0	0	1	0	1
RP23-187D8.1	0	0	0	0	0	0
RP23-187F18.1	48	35	41	42	38	31
RP23-187M7.3	0	0	0	0	0	0
RP23-187M7.5	20	12	15	6	13	10
RP23-187N22.1	0	0	0	0	0	0
RP23-18J18.1	3	2	1	3	1	5
RP23-18J18.3	0	0	0	0	0	0
RP23-18M1.6	3	1	1	1	0	2
RP23-18P10.1	0	0	0	0	0	0
RP23-191A19.1	7	2	2	2	4	1
RP23-191A19.2	0	0	0	0	0	0
RP23-191P7.1	336	310	298	199	206	173
RP23-191P7.2	1	0	0	0	0	0
RP23-192P10.3	9	7	9	5	13	13
RP23-193J20.4	2	0	0	0	6	1
RP23-193O23.2	0	0	0	0	0	0
RP23-193O23.3	0	0	0	0	0	0
RP23-193O23.4	0	0	0	0	0	0
RP23-195A24.4	3	1	1	1	3	0
RP23-195A24.5	0	0	0	0	0	0
RP23-196E24.2	1	0	3	1	2	0
RP23-198F7.2	0	0	0	0	0	0
RP23-198G19.1	0	0	0	0	0	0
RP23-199B2.5	0	0	0	0	0	0
RP23-199D18.4	2	1	0	0	1	0
RP23-199D18.5	0	0	0	0	0	0
RP23-199D18.7	0	0	0	0	0	0
RP23-199D18.8	0	0	0	0	0	0
RP23-199D18.9	0	0	0	0	0	0
RP23-199M5.3	0	0	0	0	0	0
RP23-199M5.5	0	0	0	1	1	2
RP23-19A13.1	0	0	0	0	0	0
RP23-19M11.2	0	0	0	0	0	0
RP23-19M20.2	0	0	0	0	0	0
RP23-19M24.1	0	0	0	0	0	0
RP23-1B19.2	0	0	0	0	0	0
RP23-1B19.4	0	0	0	0	0	1
RP23-1B19.5	1	3	3	1	1	3
RP23-1D15.3	7	2	6	2	2	0
RP23-1K14.2	1	0	0	0	0	1
RP23-200C17.1	0	0	0	0	0	0
RP23-201A19.2	0	1	0	0	0	1
RP23-201C3.5	2	4	2	3	4	8
RP23-201I6.3	53	57	68	43	37	67
RP23-201I6.5	0	0	1	0	0	0
RP23-201I6.6	2	5	1	1	1	1
RP23-202C2.3	2	1	0	0	4	2
RP23-202J6.4	0	0	0	0	0	0
RP23-203H5.3	0	0	0	0	0	0
RP23-203H5.4	0	0	0	0	1	0
RP23-203H5.5	1	0	0	0	0	0
RP23-203H5.6	0	0	0	0	0	0
RP23-204B12.2	0	0	0	0	0	0
RP23-204C6.1	0	0	0	0	0	0
RP23-204I16.3	1	3	0	1	1	1
RP23-204N23.1	23	21	10	27	15	27
RP23-204N23.3	3	3	2	0	3	4
RP23-206D14.7	0	0	1	0	0	1
RP23-206J9.6	38	30	28	41	39	33
RP23-208M17.1	0	0	0	0	0	0
RP23-209N14.3	0	0	0	2	2	2
RP23-209N14.4	4	3	4	9	4	4
RP23-209N14.6	0	1	0	1	1	0
RP23-20B1.1	0	0	0	0	2	0
RP23-20B1.2	0	0	0	0	0	0
RP23-20E4.1	0	0	0	0	0	0
RP23-20E4.2	0	0	0	0	0	0
RP23-20F10.1	0	1	0	0	2	0
RP23-20I9.1	0	0	0	0	0	0
RP23-210I15.1	0	0	0	0	0	0
RP23-210I20.3	0	0	0	0	0	0
RP23-211B19.1	0	0	0	0	0	0
RP23-211F21.1	0	0	0	0	0	0
RP23-211F21.3	0	0	0	0	0	0
RP23-211F21.4	0	0	1	0	0	0
RP23-211N23.1	0	0	0	0	0	0
RP23-211O3.4	38	25	34	16	20	19
RP23-212H4.3	1	0	5	0	0	0
RP23-212H4.4	0	0	0	0	0	0
RP23-213K18.2	0	0	0	0	0	0
RP23-214P23.1	0	0	0	1	0	0
RP23-215I1.1	1	0	0	0	1	1
RP23-215I1.2	0	0	0	0	0	0
RP23-216J17.1	0	0	0	0	0	0
RP23-216O10.11	0	0	0	0	0	0
RP23-216O10.6	0	0	2	1	0	2
RP23-216O10.8	1	1	0	0	0	1
RP23-216O10.9	0	0	1	0	2	0
RP23-218F13.4	4	3	1	0	2	0
RP23-21E23.3	0	0	0	0	0	0
RP23-21E5.1	7	5	5	4	1	3
RP23-21K2.1	0	0	0	0	0	0
RP23-21N15.1	0	0	0	0	0	0
RP23-21P10.1	4	1	0	0	2	1
RP23-21P2.2	0	0	0	0	0	0
RP23-21P2.3	0	0	0	0	0	0
RP23-21P2.4	0	0	0	0	0	0
RP23-21P2.5	0	1	0	0	2	1
RP23-21P2.6	0	0	0	0	0	0
RP23-21P2.7	0	0	0	0	0	0
RP23-21P2.8	0	0	0	0	1	0
RP23-220D12.13	20	19	12	34	48	63
RP23-222A16.1	0	0	0	0	0	0
RP23-224G12.1	0	1	2	0	0	3
RP23-224G12.2	0	0	0	2	0	0
RP23-224G12.3	0	0	0	1	1	0
RP23-226J18.3	0	0	0	0	0	0
RP23-226J18.4	1	1	1	2	0	1
RP23-226J18.5	4	5	0	3	3	0
RP23-227A12.2	0	0	0	0	0	0
RP23-227A12.3	0	0	0	0	0	0
RP23-227A12.4	0	0	0	0	0	0
RP23-227A12.5	2	5	0	1	1	3
RP23-227N19.1	0	0	1	1	0	0
RP23-227N19.2	0	0	0	0	0	0
RP23-228G18.3	1	0	0	0	0	0
RP23-228G18.5	0	0	0	0	0	0
RP23-228G18.6	14	5	7	9	14	29
RP23-229N10.3	0	0	0	0	0	0
RP23-232K16.2	8	9	11	4	14	20
RP23-232K16.3	3	2	0	4	1	8
RP23-232K16.4	3	1	0	4	3	6
RP23-233F23.2	0	0	0	0	0	0
RP23-233O17.1	0	0	0	0	0	0
RP23-234G15.1	4	7	3	3	4	7
RP23-235F22.1	1	1	3	3	3	0
RP23-235J5.14	0	0	0	0	0	0
RP23-237L12.1	0	0	0	0	0	0
RP23-238E7.2	0	1	1	0	0	0
RP23-239I17.2	0	0	0	0	1	0
RP23-239I17.3	0	0	2	1	1	1
RP23-239I17.4	9	5	6	11	14	31
RP23-239I17.5	0	0	0	0	0	0
RP23-239I17.7	0	2	2	2	5	1
RP23-23B15.1	0	0	0	0	0	0
RP23-23B15.2	0	0	0	0	0	1
RP23-23C9.1	2	1	1	1	2	3
RP23-240E15.2	0	1	2	2	1	1
RP23-240G10.1	0	0	0	0	0	0
RP23-241E9.1	0	0	0	0	0	0
RP23-241G23.1	0	0	0	0	0	0
RP23-241H7.1	566	549	532	250	266	224
RP23-241H7.2	0	0	0	0	0	0
RP23-241H7.3	0	0	0	0	0	0
RP23-241H7.5	0	0	0	0	0	0
RP23-241H7.6	0	0	0	0	0	0
RP23-241J21.2	0	0	0	0	0	0
RP23-241J7.1	0	0	0	0	0	0
RP23-241J7.2	6	1	2	5	1	1
RP23-241J7.3	0	0	0	0	0	0
RP23-241O13.3	0	0	0	0	0	0
RP23-242A12.1	0	0	0	0	0	0
RP23-242B14.1	0	0	0	0	0	0
RP23-242C11.1	0	1	1	2	0	0
RP23-242C19.8	1	0	0	1	0	1
RP23-242N11.10	0	0	0	0	0	0
RP23-242N11.12	0	0	0	0	0	0
RP23-242N11.13	0	0	0	0	0	0
RP23-242N11.14	0	0	0	0	0	0
RP23-242N11.15	0	0	0	0	0	0
RP23-242N11.2	0	0	1	0	0	0
RP23-242N11.3	0	0	0	0	0	0
RP23-242N11.4	0	0	0	0	0	0
